Fecha	32339	23657	37205	23381	33229	23838	23839	23538M	23962	28226	25176M	27928M	27929	27669M	21309M	27624	32303	23914M	27931	27889	27472M	33523	37341	28222	29500	27667	26137	29494M	29610M	39634	31220	33203	39671	26104	26105	23160	32295	32247	21360M	27416M	27945M	27406M	32241	32435	32315	27601	26112	23632M	33483	38233	22345M	33340	27610M	23910M	31460	37251	21308M	29992	29990	29991	23385	33525	23444M	23562M	26271M	29112	29114	29115	33223	31370	40030	29994	23561M	33291	29993	33213	39903	33531	39074	39075	23497M	33257	35308	33349	33410	32335	40481	38260	31293	23203M	26147M	29441M	39471	39630	39583	41430	32204	37800	37203	33279	27572M	29384M	28420	28421	28424	28425	39468	29519	32370	29132	31385	32206	27653M	37204	33209	39746	37803	33324	33454	28415	32111	32245	33530	32202	21258M	29433M	33244	23706	29905	33552	33215	31116A	33538	32294	31547	32112	33114	35102	21334	36224	32248	33214	32260	29364	29501	39602	31271	E2046	AM4297	AM4460	AM4390	AM4391	AM4402	AM4334	AM4383	AM4407	AM4458	AM4459	AM4461	AG09	AM4241	AM3938	AM4072	AM4120	AM4278	TGA-797	AM4282	MN-5/8X4	AM4307	AM4351	AM4435	AM3999	AM4335	AM4336	AM4532	AM4214	AM4301	AM4348	AM4405	AM4357	AM4398	AM4451	AM4182	AM4296	AM4317	AM4328	AM4389	AM4397	AM4411	AM4436	AM4446	AM4457	AM4127	AM4406	AM3546	AM3859	AM3864	AM3886	AM3890	AM3927	AM3942	AM3955	AM3992	AM4004	AM4082	AM4089	AM4108	AM4168	AM4213	AM4279	AM4305	AM4315	AM4385	AM4422	AM4522	AM4523	AM4524	AM4526	AM4530	AM6453	MN-5/8X8	AM4294	AM4352	AM4392	AM4393	AM4174	AM4192	AM4134	AM4191	E181	AM3967	AM4350	AM4468	AM4286	AM4394	AM4470	AM4475	AM4246	AM4211	AM4099	AM4469B	AM4218	AM3963	AM7811	AM4268	AM4403	BPU9640-NAR	AG738	BPU9316-NAR	BPU9629-NAR	AM9391	AG450	AG451	AG701	AG735	AG736	AM4338	AM4412	AM4423	AM4437	BPU9304-NAR	AM4302	AM4498	AM4500	23775	AM4285	MN-1X4	21386M	21387	27324	27652M	27654M	29235	AM4026	AM4382	26260M	21160	23470M	27655	33490S	32268	33646	39794	27381M	33589	AM4304	AM6140	27600	37286	39492	AM4462	23573	27813M	AM4264	AM4265	AM4284	AM4339	AM4416	AM7758	39466	AM4310	39467	29304M	22160M	27252M	27562M	21173M	33715	23204M	33537	27814M	BPU9307-NAR	27325	35101	26335M	37242	AG03	AM0187	AM4306	23475	25305	39900	AM4288	AM4289	AM4344	23596M	40401	AG64	26312	AM4064	AM4145	26696M	29891	29892	AM4399	AM4247	AM4276	AM4361	AM4363	AM4377	AM4482	AM4512	AM4098	AM4343	21293M	39793	23909M	27358	AM4044	28221	23609M	AM3933	25180M	39675	AM4509	22110	23197M	25172M	27464M	39679	39683	AM4429	22103M	22351	27357	AM3982	AM4000	AM4001	23446M	27273M	32401	33498	39582	AM3888	AM3889	23371M	23517M	29504M	26694M	23397M	27311M	23945M	AM4266	28223	29201M	AM4349	41421	AM4424	AM4428	AM4455	AM4456	BPU9708-NAR	31275	AM3887	27274	33377	22152M	23905M	27340M	22260	23457	AM4116	23751M	AM4245	BPU9326-NAR	BPU9329-NAR	BPU9359-NAR	BPU9638-NAR	BPU9673-NAR	BPU9694-NAR	BPU9695-NAR	BPU9711-NAR	AM3856	AM4025	AM4469A	AM4469C	AM8431	AM4400	33325	27883	AM4467	38302	AM4272	AM4520	AG737	AG685	BPU9348-NAR	BPU9630-NAR	BPU9707-NAR	BPU9709-NAR	BPU9717-NAR	BPU9733-NAR	BPU9743-NAR	32207	39321	39494	TGA-32	BPU9784-NAR	BPU9792-NAR	AM3989	AM4188	AM4212	AM4314	39712	24404M	AM4497	AM4501	AM4518	BPU9320-NAR	23461M	23192M	27611	31465	21368M	22261	26211M	32338	E4431	27446M	BPU9624-NAR	AM3894	AM4386	AM4450	36221	22405M	26172M	33553	40041	AM4158	AM4360	26334M	33271	31278	31515	32437	22199M	21505	22440M	23386M	23451M	AM3995	MN-7/8X4	AM4006	27932	28401	AM4401	23581M	23563M	27350M	27451M	27476M	27765M	27843M	27908M	28220	23491M	23492M	23610M	29130	29145	33249	33285	33286	33548	33549	AG 00QAB	AG UF554	AG UF636	AG5481	AG694	AGT200	AM1564	AM1567	BPU9362-NAR	BPU9623-NAR	BPU9631-NAR	BPU9710-NAR	BPU9735-NAR	E1012	E9510	MN-1-1/2X4	MN-1-3/8X8	MNY 1-1/2	MNY 3/4	TGA-33	TGA-667	TGA-725	TGA-806	TGA-829	29831	39533	AM4290	AM4325	AM4476	AM4503	MNY 1-1/4	23855	AM4359	32350	39470	31252	23854	25177M	AM4010	22161M	22200M	23401	26164M	26201M	26277M	22278M	29561M	41517	31287	39662	39674	41423	27391M	39465	39469	23193M	23580M	33287	29412M	29417M	BPU9363-NAR	23450M	39355	24170M	27362M	32250	27336M	32434	23121	29700M	23447M	29703M	23463	23621M	BPU9678-NAR	33270	29895	23380M	BPU9745-NAR	23387	AM4553	31546	27907M	23384	BPU9739-NAR	21370M	25358	26001	39776	39795	33242	AM3990	32334	33321	33322	39267	39684	39748	33320	AM3983	AM4045	23195M	23154M	28227	29444	21369M	BPU9632-NAR	39904	39905	AM4442	23834	29800M	25175M	27485M	27632M	22192M	E9127	AM4253	32433	29377	32448	21306M	26167M	27724	AM4370	40118	BPU9791-NAR	33416	33365	AM4552	21262M	39360	AM4323	40482	27397M	26110	27661	MN-3/4X4	AM4534	AM4535	AM4550	32470	32298	32276	38251	39340	27492M	31335	39472	23578	39747	39632	31333	26272M	33335	AM4261	21330M	27300M	23394M	27906M	33419	AM4491	27414M	23150	21311	26134	27826M	31452	39721	AM4551	31280	AM14606	AM3854	AM3921	AM4118	AM4181	AM4283	AM4366	AM4367	AM4368	AM4371	AM4375	AM4521	35406	22321M	E4422	21303M	AM4490	33314	BPU9622R-NAR	26656M	27628	27408M	23400	41433	26130	22347M	BPU9379-NAR	AG1900	25359	29432M	AM4430	22277M	27427M	29886M	22304M	21337	AM4277	23604M	AM4373	23368M	23157M	23341	22402M	33559	AM4410	23396M	25355	22463M	23360M	23906M	26127	26288	AM4557	37240	39361	23343	33476	33479	39284	39289	22461M	23521M	23643M	26302M	29381M	29832	29834	32324	39488	22210M	23171M	39880	39881	39882	39883	39901	22201M	22399M	22395M	27728	29142	29149	29621	AM4013
2023-08-01	23	5	3	22	4	14	11	11	4	3	7	1	1	0	27	2	4	7	5	12	5	-35	0	3	4	2	2	7	14	13	0	4	2	2	0	9	27	20	1	26	3	3	6	0	0	0	0	7	6	0	2	3	17	13	70	5	11	8	9	16	22	10	34	61	72	72	23	16	4	6	14	24	111	20	16	140	0	3	0	0	0	2	0	2	6	5	2	3	6	1	0	0	0	0	0	0	2	12	0	12	3	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	6	0	0	5	0	5	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	25	7	17	33	2	10	29	0	17	5	2	50	0	32	5	0	9	4	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	116	0	0	0	0	2	1	0	15	13	0	2	3	-4	0	4	0	1	2	13	10	1	42	14	0	0	0	17	5	0	0	2	0	0	0	0	0	0	7	5	0	2	1	36	3	0	3	0	21	0	4	2	0	0	0	11	0	0	1	0	1	0	0	3	-4	0	0	9	0	0	0	10	0	0	0	0	0	0	0	1	3	10	0	17	0	3	105	2	2	9	0	7	16	3	7	0	0	0	17	1	11	0	0	0	11	45	16	8	0	10	10	9	74	1	5	20	0	5	0	3	5	0	11	0	0	0	0	0	4	0	16	0	26	15	3	0	14	0	31	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	17	2	0	2	0	12	5	0	0	0	0	0	0	14	2	4	0	7	3	0	2	5	0	0	0	15	0	10	17	4	10	0	3	4	3	0	4	17	4	2	8	3	3	4	3	154	97	123	0	0	0	0	0	0	0	0	0	0	0	124	0	80	48	0	0	0	0	0	5	3	0	8	0	0	18	0	0	17	26	1	0	7	0	0	0	0	15	0	0	10	0	12	3	4	15	13	12	4	6	5	6	4	0	16	2	22	13	6	0	0	15	1	0	4	0	0	0	6	32	1	6	2	0	22	0	2	0	6	3	0	0	0	26	0	47	0	0	0	29	0	0	8	4	0	14	0	6	0	3	3	0	0	2	3	0	3	12	10	6	4	0	0	0	0	0	10	21	6	6	0	19	0	3	4	0	2	31	0	11	0	0	0	6	0	0	2	0	4	0	3	1	4	0	0	0	0	0	0	0	0	0	3	0	2	16	0	2	0	13	0	15	1	6	0	3	0	0	28	6	2	11	12	30	6	0	4	4	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	17	3	2	0	1	0	1	18	0	0	29	10	5	5	1	7	20	0	12	20	1	31	0	0	31	13	9	8	0	54	20	0	4	0	35	0	2	0	0	1	29	1	21	1	1	2	4	0	20	5	0	0	0	10	0	10	14	8	1	1	0	3	2
2023-09-01	12	7	6	11	0	10	10	1	3	2	2	3	0	4	16	2	3	5	12	4	0	20	5	2	5	0	2	8	19	5	4	0	0	3	1	1	0	10	1	3	0	0	0	0	4	2	2	3	0	0	2	2	9	1	30	18	31	10	6	6	30	6	39	67	21	18	40	26	6	26	2	29	95	19	15	0	4	6	0	0	0	0	7	0	10	0	1	5	0	0	2	2	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	30	0	0	0	0	0	1	0	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	3	19	2	8	8	3	17	5	9	25	0	337	2	0	2	0	0	129	0	0	0	0	0	2	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	78	0	7	0	0	2	0	1	2	1	0	4	3	2	2	4	0	4	7	19	0	0	11	0	0	2	0	10	5	0	0	0	0	0	0	4	0	0	0	8	0	12	0	4	12	0	0	0	6	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	8	0	2	91	2	3	1	0	4	4	2	1	4	0	0	14	2	14	0	0	0	16	51	14	0	0	1	1	18	58	8	13	32	0	4	0	3	6	0	7	0	0	0	0	0	0	0	12	5	23	4	9	0	2	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	0	0	0	0	0	0	5	2	5	7	0	5	1	5	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	1	23	1	18	10	0	10	0	0	6	16	2	4	6	2	0	3	2	137	101	75	0	0	0	0	0	-2	-2	0	0	0	0	39	1	36	26	0	0	0	0	0	5	3	0	4	5	0	10	2	0	6	2	1	0	0	0	0	0	3	4	0	0	6	0	8	3	1	12	2	14	5	6	11	8	4	0	6	0	4	25	7	0	0	25	6	0	0	0	0	4	6	19	4	30	0	0	0	0	24	3	9	2	0	0	0	11	0	19	0	22	0	10	0	1	17	4	0	8	0	4	0	3	3	4	0	1	8	0	2	15	40	2	8	0	0	0	0	0	2	3	4	7	2	7	1	0	4	6	8	16	5	5	0	0	0	6	0	0	1	0	2	0	10	4	2	9	0	0	0	4	0	0	10	0	2	0	0	6	0	0	0	8	0	6	0	9	0	1	0	0	24	7	7	16	20	23	6	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	3	0	2	0	3	0	7	2	20	6	5	0	4	0	2	11	0	0	18	11	1	2	0	0	15	0	12	22	3	29	0	0	36	12	2	17	2	1	38	0	0	4	13	-2	0	0	0	3	11	2	12	2	0	2	2	0	13	9	0	9	0	5	0	1	10	3	0	1	0	9	0
2023-10-01	0	21	2	19	13	13	11	2	2	3	4	4	5	3	48	2	4	1	10	11	4	-20	3	2	14	3	6	6	34	0	0	0	4	3	1	16	0	4	7	14	1	2	0	4	10	0	-2	4	0	5	6	2	2	4	0	2	15	7	5	8	47	12	37	59	40	27	59	69	18	0	8	10	80	36	18	1	0	1	0	0	1	0	0	0	10	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	1	0	2	2	0	0	0	6	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	4	33	2	11	16	5	34	8	6	48	2	76	36	0	0	3	0	142	0	0	0	0	0	10	67	4	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	7	0	0	0	2	3	0	6	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	77	0	8	0	0	1	0	0	36	14	0	4	0	0	0	17	0	24	18	15	0	4	46	0	0	0	0	168	9	0	0	0	1	0	0	0	0	8	1	4	0	16	3	0	11	0	4	0	10	0	8	5	0	2	3	5	0	0	0	0	1	1	0	2	0	0	0	9	0	0	0	5	9	0	0	0	0	0	0	0	1	20	0	9	0	2	191	4	5	-2	0	5	19	0	2	10	0	0	4	1	13	0	0	0	28	30	14	0	0	4	7	11	64	4	12	4	2	5	0	2	5	0	4	0	0	0	0	0	0	0	18	1	12	14	10	0	3	0	21	13	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	8	18	0	0	0	0	8	17	0	0	0	0	0	0	8	9	1	0	1	0	6	10	1	0	0	0	0	0	0	3	2	0	0	0	0	5	0	0	0	4	6	0	0	28	2	19	6	2	8	7	0	5	14	5	1	12	2	4	1	2	174	78	114	0	0	0	0	0	2	0	0	0	0	0	77	2	81	95	0	0	0	0	0	13	6	0	12	10	0	17	9	18	14	4	0	0	0	2	0	0	3	5	0	0	5	0	8	10	3	18	3	4	3	8	5	9	1	1	0	0	0	16	17	0	0	6	8	0	1	1	0	1	12	2	0	17	0	4	9	0	17	2	1	2	0	0	0	25	0	24	0	14	5	44	0	6	7	2	0	0	0	7	0	0	0	12	0	1	0	0	0	21	19	0	11	2	0	0	0	0	0	3	0	0	0	9	0	3	4	2	10	24	15	8	0	0	0	4	0	0	2	0	1	0	7	2	7	6	0	0	0	0	0	6	0	0	1	0	0	46	0	0	0	18	0	1	5	4	0	6	0	0	28	4	11	41	4	12	10	0	2	4	1	0	0	4	6	0	0	0	0	0	0	0	0	0	6	0	4	0	17	2	22	8	0	8	2	0	0	6	0	0	27	5	3	0	3	0	19	0	15	16	8	15	0	0	22	4	3	11	4	11	19	0	0	0	14	0	0	0	0	2	8	9	4	0	1	0	2	0	25	8	0	0	8	0	0	5	8	7	2	2	0	4	0
2023-11-01	0	18	0	20	6	15	10	1	0	2	3	8	4	12	20	3	8	1	3	12	4	4	2	0	4	3	2	5	18	0	0	4	10	3	0	12	0	54	3	14	3	0	10	0	0	0	4	3	0	0	2	0	6	4	0	23	54	10	10	10	21	14	32	77	40	72	56	43	12	10	22	22	97	16	30	0	6	0	2	2	0	8	0	4	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	88	0	16	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	7	11	1	9	13	0	1	0	4	21	0	79	9	0	2	0	0	68	48	43	0	35	0	8	29	2	0	0	0	0	0	0	2	10	1	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	0	40	0	7	0	0	4	0	0	8	28	0	2	3	0	0	0	0	4	0	27	0	1	9	31	0	0	0	19	6	0	0	0	0	0	0	0	0	-4	5	12	2	4	2	8	22	0	1	0	2	0	6	0	0	0	0	8	0	0	0	0	0	1	0	0	5	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	3	16	0	7	2	0	53	0	1	12	0	13	7	0	4	0	0	0	15	0	8	0	0	0	14	20	23	2	0	0	2	-7	49	0	30	3	0	8	0	2	0	0	10	0	0	0	0	0	6	0	25	2	21	1	9	0	9	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	2	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	2	0	0	0	0	0	0	12	0	4	5	0	6	1	3	0	0	0	0	0	0	5	2	0	0	0	0	6	0	0	0	5	13	0	5	27	4	3	11	0	2	7	0	7	3	12	4	10	5	3	0	0	131	61	92	0	2	0	0	0	0	0	0	0	0	1	46	0	76	71	0	0	0	0	0	10	2	5	8	4	0	14	0	3	3	6	10	0	0	0	0	0	4	5	0	0	8	0	15	3	3	11	28	6	6	8	10	11	8	2	0	0	3	33	19	0	0	12	3	0	0	0	0	1	2	20	0	0	2	0	7	6	6	1	10	1	0	0	0	19	0	42	0	0	7	24	0	5	11	8	2	0	0	0	0	3	1	0	0	4	5	0	0	36	12	2	6	0	0	0	0	0	6	6	5	3	0	3	0	6	4	2	28	25	7	7	0	2	0	0	2	0	20	0	0	0	7	7	4	13	0	0	0	0	0	0	0	0	3	0	0	16	0	0	0	17	0	25	0	10	0	10	0	0	20	2	4	14	7	10	20	0	0	15	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	24	0	13	4	0	3	5	0	1	23	0	0	5	10	2	9	0	3	9	0	28	12	0	13	0	0	12	7	8	12	0	14	29	0	0	6	11	0	4	0	0	6	19	2	4	0	5	8	5	0	33	11	0	0	0	0	0	4	0	8	3	1	1	7	0
2023-12-01	0	18	9	25	0	11	9	1	12	10	15	20	11	16	28	1	6	13	14	11	14	8	5	11	10	8	4	0	10	0	10	8	0	9	1	21	0	0	6	4	4	2	0	0	0	2	1	1	0	0	4	0	5	5	11	10	32	22	7	13	39	10	16	53	71	41	49	42	0	0	4	33	75	22	33	100	0	2	0	0	0	3	0	0	19	0	0	10	0	2	0	0	4	0	0	0	6	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	4	36	3	4	0	0	0	3	0	3	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	4	5	40	3	3	20	2	46	6	4	21	0	29	6	0	2	5	0	49	1	7	0	23	0	0	21	2	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	3	3	0	10	8	0	4	0	0	0	8,01	0	4	8	10	0	0	8	2	0	0	0	-35	3	0	0	0	0	0	0	0	0	10	2	3	0	16	0	1	22	0	0	0	8	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	3	3	0	0	0	0	0	0	0	2	15	4	10	0	1	54	0	4	2	0	1	7	0	0	0	0	0	2	3	6	0	0	0	4	8	0	0	0	4	6	16	63	4	8	8	11	4	0	1	1	0	8	0	0	0	0	0	3	0	16	2	20	2	5	0	5	0	19	18	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	4	0	0	8	0	0	0	0	0	0	0	0	7	10	0	0	1	0	1	0	0	0	0	3	0	8	20	0	4	1	6	7	3	0	8	4	3	0	1	1	0	6	1	153	99	55	0	0	55	100	99	0	0	0	0	0	0	60	0	32	26	0	0	0	0	0	2	0	0	13	1	0	4	0	5	4	7	1	0	0	3	0	0	6	0	0	0	2	0	1	0	2	8	1	18	4	1	0	10	4	0	12	0	31	4	11	0	0	15	9	0	0	0	0	2	3	20	4	0	0	0	17	0	4	2	7	0	0	0	0	9	0	19	0	3	0	17	0	1	0	1	0	0	0	4	0	3	1	10	0	3	0	0	0	26	21	1	1	12	0	4	4	0	7	13	6	8	0	15	0	0	6	0	0	29	8	0	0	0	0	0	0	0	1	0	0	0	4	3	12	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	13	0	12	0	0	0	1	0	0	12	4	5	31	7	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	2	0	9	3	16	3	8	1	5	0	0	6	0	0	8	4	7	0	0	3	12	0	11	14	5	29	0	0	21	5	5	17	3	17	21	0	0	0	22	0	0	0	0	1	17	1	2	0	2	0	8	0	21	2	0	0	0	0	0	4	10	6	1	1	0	0	5
2024-01-01	0	22	2	6	15	5	12	3	5	3	2	4	1	4	35	2	5	4	16	24	1	64	2	3	17	3	5	10	24	4	0	0	4	7	3	7	0	8	5	13	2	1	0	0	0	3	9	12	0	0	10	15	6	8	0	26	34	10	17	20	30	38	43	58	37	34	45	44	20	6	16	38	81	40	20	0	3	0	0	4	7	7	0	2	0	5	0	5	6	22	5	1	0	4	4	0	0	16	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	10	6	10	12	2	0	2	2	2	2	2	33	5	5	8	25	13	0	1	2	6	8	2	6	85	2	13	6	6	10	2	2	2	2	13	4	3	2	2	3	2	2	5	6	17	8	6	26	0	22	99	4	29	2	6	44	0	65	12	3	3	2	0	157	20	16	14	40	33	5	61	4	2	3	1	0	0	0	0	1	4	0	0	0	6	0	0	25	2	0	0	1	5	0	12	1	0	0	0	0	1	0	0	0	0	2	2	2	2	2	0	0	0	0	93	0	2	0	0	0	0	0	2	26	1	5	0	0	0	8	0	4	27	14	2	0	11	7	0	0	0	10	2	0	0	3	3	0	0	0	0	0	11	8	0	23	3	10	16	0	2	0	8	0	3	0	0	0	3	17	0	0	0	0	0	5	0	1	4	0	0	5	0	0	3	8	19	5	2	1	0	0	0	0	5	0	6	4	0	4	71	4	0	4	0	2	10	0	4	6	0	0	7	0	10	0	0	0	16	40	10	2	4	7	7	20	75	2	4	28	3	5	0	4	0	4	0	0	0	1	1	0	0	0	25	6	3	6	7	0	3	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0	15	0	6	9	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	8	2	0	0	0	0	0	0	0	12	3	0	5	0	2	2	1	1	0	0	1	1	0	0	7	0	0	0	2	9	0	2	0	2	10	0	5	54	7	13	2	0	11	2	0	1	4	0	3	2	3	1	2	4	154	70	103	0	0	0	0	0	0	0	1	0	0	1	56	1	101	69	0	0	0	0	0	16	1	2	6	1	0	4	0	7	2	8	0	0	0	2	0	0	0	2	6	0	7	6	8	0	24	20	13	10	7	11	1	14	9	0	4	0	4	0	4	0	0	20	3	0	0	0	0	5	8	4	0	0	0	0	6	3	15	3	3	7	0	6	0	12	0	50	0	10	5	47	0	10	11	4	0	8	0	7	0	4	3	7	0	0	4	0	4	19	64	7	11	-6	0	2	3	0	12	2	4	8	0	11	0	5	0	2	12	32	18	3	0	0	0	0	0	0	2	0	0	0	4	2	8	11	0	0	0	0	0	0	0	0	2	0	2	12	0	2	0	12	0	7	2	3	0	5	0	0	13	2	5	18	7	130	22	0	26	5	3	0	0	2	3	0	0	0	0	0	0	0	10	2	2	0	0	0	11	0	18	7	0	0	5	0	0	12	3	0	18	16	7	2	0	5	33	0	17	20	2	23	0	1	15	5	6	2	5	18	13	0	0	0	45	0	0	0	0	7	18	13	9	1	0	0	0	0	40	6	0	0	4	0	0	6	12	17	2	1	0	15	6
2024-02-01	0	8	0	12	2	16	21	2	1	0	0	2	0	9	23	0	3	2	8	11	7	0	0	3	3	4	4	9	10	19	9	17	8	18	4	16	0	0	11	21	18	0	10	12	24	4	0	4	8	8	7	1	19	2	0	0	42	4	0	2	20	0	46	76	15	66	44	61	12	12	34	2	90	31	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	1	10	0	0	4	14	7	4	0	0	2	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	4	0	0	0	35	0	0	0	4	0	0	1	2	4	0	1	4	5	29	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	13	34	3	1	21	3	38	7	24	17	0	73	16	0	1	9	7	42	14	6	13	16	23	10	32	2	0	0	1	0	2	2	1	1	2	2	2	2	4	2	2	14	0	1	0	8	0	0	1	9	0	1	0	0	0	3	3	3	0	9	8	0	0	0	50	0	2	1	76	0	1	0	0	7	0	0	28	13	0	3	0	0	0	6	0	7	0	16	0	0	3	7	0	0	0	48	7	0	0	5	0	0	2	0	0	8	8	6	0	4	1	34	7	0	5	0	5	0	0	6	0	15	0	14	0	0	0	1	6	0	0	3	0	0	0	44	0	0	2	7	3	5	1	0	0	0	0	6	1	0	2	5	5	0	63	9	3	0	2	1	18	3	15	0	0	0	14	0	6	0	0	0	28	12	6	0	1	0	0	6	44	4	18	5	1	11	0	3	1	2	12	0	0	1	1	0	0	0	17	1	15	6	2	2	6	0	15	20	0	0	0	0	0	0	0	0	0	0	0	0	12	5	2	9	0	0	11	0	7	4	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	12	28	0	0	0	0	0	0	0	7	0	0	1	2	0	6	0	0	0	0	0	0	0	10	0	2	0	5	0	1	8	0	0	1	13	0	4	26	0	8	0	6	5	2	4	0	27	1	3	5	0	2	0	0	153	67	92	0	1	10	66	71	0	0	5	4	3	1	47	0	80	59	0	0	0	0	0	17	5	1	10	0	0	22	2	7	7	19	3	0	7	0	0	0	0	9	2	0	4	0	6	7	13	8	1	2	2	9	6	13	-1	0	4	0	14	4	5	0	0	6	2	0	0	0	0	0	0	25	0	0	0	0	3	0	8	0	1	12	0	30	0	23	0	18	0	0	0	19	0	3	4	3	0	0	0	8	0	1	3	1	0	2	1	0	0	24	20	0	1	0	0	0	0	0	5	10	5	6	0	5	0	0	0	0	0	15	24	11	1	0	0	6	0	0	6	8	2	0	0	5	8	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	7	0	9	4	1	0	2	0	0	25	0	16	19	11	0	10	0	0	0	4	3	0	5	5	0	0	0	0	0	0	0	0	2	27	0	2	0	17	2	29	3	0	2	4	0	0	4	0	0	13	2	0	9	0	3	20	0	16	19	0	21	0	0	11	11	0	4	0	30	10	0	3	8	36	2	0	0	0	7	17	8	12	0	0	0	1	0	13	1	0	0	0	0	0	1	15	0	3	1	0,12	3	0
